sample_id,volume_cm3,surface_area_cm2,bbox_x_mm,bbox_y_mm,bbox_z_mm,triangle_count,overhang_ratio,max_overhang_angle,min_wall_thickness_mm,avg_wall_thickness_mm,complexity_index,aspect_ratio,is_watertight,shell_count,com_offset_ratio,flat_base_area_mm2,intended_use,surface_finish,needs_flexibility,strength_required,budget_priority,outdoor_use,technology,material,layer_height_mm,infill_density_pct,print_speed_mm_s,wall_line_count,cooling_fan_speed_pct,support_density_pct,filament_used_g,estimated_print_time_s,total_layers,source
2860230d,1936.6849,1525.7927,190.42,114.39,165.58,571142,0.4296,34.03,13.178,19.93,0.7878,1.6647,True,1,0.3338,6286.2968,prototype,standard,False,low,speed,False,FDM,PLA,0.1943,20.5121,65.5606,2,92.8838,14.1183,4115.54,11299424.4,852,synthetic
7c5396ca,27.3177,102.1499,47.37,41.55,32.57,26191,0.7317,65.91,2.088,6.252,3.7393,1.4544,True,1,0.3237,238.8321,functional,standard,False,low,quality,False,FDM,PLA,0.1549,23.3728,55.676,2,99.0669,20.6859,84.73,273943.0,210,synthetic
b85b7d40,13.3311,53.5446,39.39,39.11,24.94,19432,0.7541,66.84,1.771,6.944,4.0165,1.5794,True,5,0.3113,592.3466,prototype,standard,False,high,speed,False,FDM,PETG,0.2459,20.8688,63.6841,3,58.7075,18.6645,49.69,140456.5,101,synthetic
3580826b,1663.8775,1188.0525,178.98,166.07,300.92,157964,0.096,8.65,3.517,4.616,0.714,1.812,False,1,0.2559,8152.6955,prototype,rough,False,high,quality,False,FDM,PLA,0.3035,13.9992,71.2883,3,94.8814,0.7328,882.21,2227531.2,991,synthetic
0798a52b,450.4382,779.1096,132.43,121.74,80.74,340230,0.3459,30.85,4.511,15.752,1.7297,1.6402,True,1,0.2596,4288.5479,decorative,standard,False,high,speed,False,FDM,PLA,0.2346,17.1981,51.3625,2,99.9386,5.6952,1589.04,5568778.4,344,synthetic
408d1bf4,0.8999,6.1688,11.03,10.5,19.38,2905,0.3781,35.23,2.48,4.298,6.8548,1.8457,True,1,0.1483,28.9381,decorative,fine,False,high,cost,False,SLA,Resin-Standard,0.0572,100.0,0.0,0,0.0,18.4286,0.99,4637.4,338,synthetic
ddefc37e,910.1181,1271.9734,126.41,123.28,285.78,393525,0.2143,19.18,17.894,27.332,1.3976,2.3181,True,1,0.1569,3796.8351,decorative,rough,False,medium,quality,False,FDM,PLA,0.2961,20.0772,93.5039,2,107.2786,9.9752,4469.54,8604099.1,965,synthetic
5285fc1a,37.3406,122.756,63.56,69.67,55.03,41537,0.0581,4.23,6.521,15.654,3.2875,1.266,True,2,0.1993,1432.7799,prototype,rough,False,low,speed,True,FDM,PLA,0.3205,19.9091,111.8289,5,98.2884,1.6412,244.73,393924.4,171,synthetic
d4a97c54,9.4581,20.2377,23.05,25.58,40.82,7722,0.7864,73.72,2.97,8.268,2.1397,1.7709,False,1,0.1867,122.9954,decorative,standard,False,high,quality,False,FDM,PLA,0.1853,11.4766,58.9541,2,89.7237,21.196,21.69,66226.0,220,synthetic
e7c674fa,9.1971,63.8282,23.2,22.59,44.95,10543,0.1223,11.31,0.503,1.943,6.94,1.9898,True,1,0.1973,58.0295,decorative,standard,False,medium,speed,False,SLA,Resin-Standard,0.1174,100.0,0.0,0,0.0,6.7529,10.12,7540.7,382,synthetic
88a07b86,704.1273,956.7878,119.89,110.07,115.55,300284,0.124,11.9,14.121,19.354,1.3588,1.0892,False,1,0.2026,3036.1022,functional,standard,False,medium,cost,False,FDM,PETG,0.159,30.2172,61.5809,3,72.457,3.8512,2540.89,7426994.8,726,synthetic
c07ee414,1645.9642,1539.8887,158.37,170.29,320.26,406648,0.3739,33.91,17.188,47.87,0.9356,2.0222,True,1,0.115,7878.7906,functional,fine,False,medium,speed,False,FDM,PETG,0.1547,33.5769,47.5513,2,67.1433,12.6985,9853.06,37297615.1,2070,synthetic
08ac7b79,0.6223,9.7548,9.97,11.15,14.92,2222,0.3831,37.6,2.859,7.939,15.6743,1.4965,True,1,0.2308,7.5374,decorative,fine,False,low,speed,False,SLA,Resin-Standard,0.0495,100.0,0.0,1,0.0,17.7489,0.68,3897.9,301,synthetic
b10d4eac,1132.1791,1003.9557,207.13,142.34,148.21,478086,0.7279,62.22,4.794,15.625,0.8867,1.4552,False,1,0.071,8523.135,functional,standard,False,low,speed,False,FDM,PLA,0.2627,29.7461,65.0858,3,90.7166,13.845,2237.49,6187953.8,564,synthetic
f37cfa06,1.0173,7.5099,20.14,18.67,10.7,2688,0.73,59.91,2.025,7.505,7.3825,1.8822,True,1,0.1904,78.532,functional,standard,False,low,quality,False,SLA,Resin-Standard,0.0876,100.0,0.0,0,0.0,17.7142,1.12,2044.7,122,synthetic
166e880e,16.8289,39.0771,28.55,31.91,39.85,1996,0.1218,11.01,4.267,10.871,2.322,1.3958,True,1,0.0893,358.0507,decorative,fine,False,high,cost,False,SLA,Resin-Standard,0.0711,100.0,0.0,0,0.0,6.1731,18.51,8461.6,560,synthetic
e4d2592a,15.0958,63.965,34.97,27.16,31.63,24361,0.2287,22.02,4.53,17.695,4.2373,1.2876,False,2,0.1604,313.3778,prototype,standard,True,medium,quality,True,FDM,TPU,0.1911,20.4711,40.1415,4,60.9308,11.7959,139.57,625862.7,165,synthetic
f1a9087c,27.557,112.5047,64.27,53.68,73.09,46344,0.4666,41.76,3.098,7.11,4.0826,1.3616,True,1,0.1726,436.3936,functional,fine,False,medium,cost,True,FDM,PETG,0.1537,29.0302,38.3575,4,69.9271,16.4467,108.7,510096.9,475,synthetic
813f9912,828.2149,950.9757,111.95,126.72,116.86,177248,0.2558,21.23,16.949,40.848,1.1482,1.1319,True,1,0.3458,4522.8613,functional,fine,False,low,quality,True,FDM,PETG,0.1578,28.1486,39.0564,3,68.4072,12.8292,5140.63,23691705.2,740,synthetic
8a6b888f,1.0501,7.0294,15.97,23.31,13.91,1865,0.6829,61.06,1.918,6.652,6.6943,1.6758,True,4,0.1276,40.5725,prototype,rough,False,low,quality,True,FDM,PLA,0.221,18.7941,79.1132,4,88.5298,21.996,5.97,13581.9,62,synthetic
fcb268c3,34.9317,76.664,48.49,53.49,48.46,32542,0.6641,49.29,6.36,17.65,2.1947,1.1038,True,1,0.1767,884.2449,decorative,standard,True,medium,quality,False,FDM,TPU,0.2038,10.8994,29.5469,2,53.1939,19.7327,166.95,1017075.0,237,synthetic
cd838975,0.6199,7.5953,10.98,13.21,9.43,419,0.7074,52.24,2.61,9.056,12.2528,1.4008,False,1,0.1897,57.5877,prototype,standard,False,high,speed,False,SLA,Resin-Standard,0.0963,100.0,0.0,0,0.0,23.2799,0.68,1710.1,97,synthetic
b6ef3341,1.868,11.8622,26.26,24.78,13.08,2270,0.4863,43.63,0.625,1.764,6.3501,2.0076,True,1,0.3005,184.2257,functional,standard,False,medium,cost,False,SLA,Resin-Engineering,0.1194,100.0,0.0,0,0.0,15.0007,2.15,2173.5,109,synthetic
73712ebb,175.5526,227.7172,97.63,79.73,144.6,24881,0.6602,60.89,19.592,66.134,1.2971,1.8136,True,1,0.2091,549.1726,prototype,standard,False,low,quality,False,FDM,PLA,0.1738,16.8596,68.4207,3,94.9995,17.6852,1893.11,4980366.2,831,synthetic
2e023e1d,5.7894,42.0876,40.38,41.75,25.22,16230,0.4293,38.55,2.769,6.749,7.2698,1.6554,False,1,0.3024,509.8756,functional,fine,False,medium,quality,True,SLA,Resin-Standard,0.0711,100.0,0.0,0,0.0,16.6227,6.37,5348.9,354,synthetic
cc2d1fcd,0.5753,9.8682,18.24,16.89,13.23,1432,0.4377,35.74,0.799,2.026,17.1542,1.3787,True,1,0.0888,50.0201,decorative,rough,True,medium,quality,True,FDM,TPU,0.2569,14.2375,30.6863,4,69.1278,22.0965,2.49,14597.2,51,synthetic
f05da76d,0.9779,7.7121,18.41,18.41,8.53,1145,0.5294,50.48,2.64,5.061,7.8863,2.1583,True,1,0.064,86.392,functional,rough,False,medium,quality,False,FDM,PETG,0.2182,46.3766,82.1558,2,70.3995,23.2171,5.36,11743.8,39,synthetic
5b648b71,901.1178,1218.4379,161.18,128.69,101.47,412784,0.3248,29.07,5.955,8.151,1.3521,1.5884,True,1,0.3421,3622.492,prototype,standard,False,medium,quality,False,FDM,PETG,0.1678,25.3546,70.3705,2,75.4048,13.2407,1464.41,3745807.4,604,synthetic
9b659010,4.2862,27.1694,28.28,42.36,30.96,5619,0.165,11.91,0.753,1.657,6.3387,1.4979,True,2,0.3171,140.5783,prototype,standard,False,low,speed,False,SLA,Resin-Standard,0.0976,100.0,0.0,0,0.0,6.2762,4.71,5629.9,317,synthetic
436e7796,75.676,76.2246,73.54,59.1,53.86,28110,0.2946,25.53,3.64,4.71,1.0072,1.3654,True,1,0.0234,1582.8534,functional,fine,False,medium,quality,False,FDM,PETG,0.1318,30.7599,32.0941,3,60.836,7.1878,66.29,371784.0,408,synthetic
a00fa701,26.9707,85.7015,44.59,58.34,43.76,5147,0.1786,13.81,3.331,5.05,3.1776,1.3332,True,2,0.3305,578.9821,decorative,standard,False,low,quality,True,FDM,PLA,0.1882,16.8695,59.1034,4,92.934,2.9889,57.62,175468.7,232,synthetic
f8a6fb83,6.837,26.6144,31.43,19.95,30.85,12588,0.327,29.25,0.678,1.681,3.8927,1.5754,True,2,0.0708,43.4892,prototype,standard,False,low,quality,False,SLA,Resin-Standard,0.1084,100.0,0.0,0,0.0,17.1817,7.52,5350.6,284,synthetic
7da22046,11.7398,50.4112,36.2,43.03,28.42,5603,0.1623,14.78,1.12,2.626,4.2941,1.5141,True,2,0.0222,156.1766,functional,fine,False,medium,cost,False,SLA,Resin-Standard,0.08,100.0,0.0,0,0.0,9.6021,12.91,5680.0,355,synthetic
f725b295,6.8238,17.1391,42.37,26.88,32.51,955,0.2672,20.52,1.012,1.433,2.5117,1.5763,True,2,0.2079,246.1292,prototype,standard,False,low,cost,False,FDM,PLA,0.189,26.4134,64.5176,2,95.8223,17.9123,4.61,12861.5,172,synthetic
1cc86dfc,563.0463,480.7747,102.28,139.35,113.9,224323,0.1639,15.75,11.765,14.443,0.8539,1.3624,True,1,0.097,4138.3265,decorative,standard,False,medium,cost,False,FDM,PLA,0.2412,12.2691,57.4442,2,105.3586,1.0101,921.0,2885921.2,472,synthetic
2ce89cb8,72.4167,146.1746,82.69,60.73,48.83,49126,0.2896,26.29,4.722,7.148,2.0185,1.6934,True,1,0.0129,1941.4855,prototype,fine,False,low,quality,False,FDM,PLA,0.1301,21.7259,35.6528,3,97.1587,13.4533,143.22,723066.3,375,synthetic
d65d6953,1.0411,5.6974,15.08,13.33,10.19,1241,0.7199,68.89,0.445,1.587,5.4725,1.4799,True,1,0.162,53.734,prototype,standard,False,low,cost,False,SLA,Resin-Engineering,0.0897,100.0,0.0,0,0.0,21.7382,1.2,1917.6,113,synthetic
f9f02fec,92.1158,114.9545,79.38,73.53,102.34,15688,0.0141,1.09,6.983,15.816,1.2479,1.3918,True,1,0.343,590.5289,functional,standard,True,medium,cost,True,FDM,TPU,0.204,45.7501,32.1068,4,55.3621,0.0,255.69,1433459.4,501,synthetic
1256be32,1093.7272,1500.5261,115.51,156.66,174.37,728915,0.6435,54.51,13.979,40.606,1.3719,1.5096,True,1,0.1353,6312.7695,functional,standard,False,high,quality,False,FDM,ABS,0.157,74.3518,56.909,4,11.9724,15.5486,6928.77,21915319.0,1110,synthetic
9d95e9c7,1798.8097,919.5419,161.7,178.15,216.13,254442,0.1713,14.41,13.284,36.627,0.5112,1.3366,True,1,0.0775,5500.4686,prototype,fine,False,medium,quality,False,FDM,PETG,0.1054,21.5491,45.144,2,64.6948,2.9034,4621.97,18428901.3,2050,synthetic
3de4c1ac,4.0009,10.1697,24.66,36.74,40.2,1706,0.0995,8.8,0.428,0.614,2.5419,1.6302,True,1,0.0185,271.4604,functional,standard,False,high,cost,False,SLA,Resin-Engineering,0.0872,100.0,0.0,0,0.0,6.1664,4.6,7707.9,461,synthetic
460cc903,1.4927,6.1421,18.28,22.84,27.38,2905,0.6037,59.32,1.213,2.857,4.1149,1.4978,True,1,0.1908,55.2184,decorative,standard,False,low,speed,False,FDM,PLA,0.1904,20.4205,56.0447,1,92.7001,19.4797,2.44,7838.3,143,synthetic
85ca1680,9.2503,44.8429,24.64,24.07,41.61,11691,0.7767,72.36,2.267,5.5,4.8477,1.7287,True,2,0.0847,91.2576,prototype,rough,False,medium,cost,False,FDM,PLA,0.2634,20.9526,75.8612,2,109.2988,24.0511,32.27,76557.4,157,synthetic
9fbf718b,81.5308,213.7032,69.36,53.13,44.17,15443,0.2331,17.01,5.22,9.56,2.6211,1.5703,True,1,0.3401,1247.5258,decorative,standard,False,medium,speed,False,FDM,PLA,0.2127,10.6515,63.3449,2,89.4222,7.021,260.87,741285.3,207,synthetic
a97457b6,542.0472,490.4015,94.0,139.93,117.3,192810,0.102,7.5,17.568,31.325,0.9047,1.4886,True,1,0.3155,1400.207,prototype,rough,False,high,cost,False,FDM,PLA,0.291,18.5732,77.5854,2,97.0375,0.2909,1992.25,4622074.8,403,synthetic
2edf8015,1341.4568,516.9295,182.71,143.68,137.88,144792,0.7306,61.63,14.738,27.561,0.3853,1.3251,True,1,0.0699,3086.186,functional,rough,True,medium,quality,False,FDM,TPU,0.2578,36.0359,34.5303,3,72.3149,16.488,2133.34,11120719.8,534,synthetic
2c7c313c,110.235,150.7653,60.46,89.51,63.55,14406,0.5779,41.79,5.8,7.523,1.3677,1.4805,True,2,0.0913,1967.5153,functional,standard,True,high,cost,False,FDM,TPU,0.2301,76.2017,43.1765,3,62.9316,19.4529,208.39,868755.5,276,synthetic
24a5e028,15.7981,33.7707,41.74,53.24,29.09,2019,0.3482,30.92,2.416,6.602,2.1376,1.8302,False,1,0.2624,750.1233,functional,rough,False,low,quality,False,FDM,PLA,0.2323,32.8962,71.3335,3,97.0245,11.8957,32.16,81144.4,125,synthetic
f9f84d5f,33.6245,131.7364,48.85,52.56,25.18,50393,0.2418,17.64,2.003,7.011,3.9179,2.0874,True,1,0.268,639.1891,prototype,fine,False,medium,cost,False,FDM,PLA,0.1035,25.6015,46.0493,3,106.5833,7.9456,122.0,476876.1,243,synthetic
3d7682ae,2.4988,10.0452,19.98,17.14,25.55,1133,0.6565,61.17,1.042,3.782,4.0201,1.4907,True,1,0.2134,20.3735,functional,rough,False,low,quality,False,FDM,PLA,0.2897,24.5237,82.9738,3,90.258,15.483,5.24,11373.5,88,synthetic
f640de49,263.2115,356.9691,72.64,99.15,129.84,115600,0.0158,1.54,9.117,19.041,1.3562,1.7874,False,1,0.2372,471.5939,prototype,rough,False,medium,quality,False,FDM,PLA,0.2339,16.7906,86.2489,2,105.6236,0.0,881.2,1839039.3,555,synthetic
57ab96b0,104.2947,304.9531,69.7,62.72,62.62,62626,0.519,48.23,17.739,25.473,2.924,1.1131,True,1,0.2516,1460.7249,prototype,standard,False,low,quality,False,FDM,PLA,0.1753,16.7133,62.5268,2,93.7659,18.1906,978.37,2816500.5,357,synthetic
7df46a94,15.3297,41.7299,40.1,29.77,33.94,13072,0.002,0.18,7.631,11.235,2.7222,1.347,False,1,0.3176,65.0229,functional,standard,False,medium,quality,False,FDM,PETG,0.2027,33.3622,67.486,4,55.3786,0.0,64.09,170938.7,167,synthetic
f964e18b,0.5209,3.1381,9.93,8.19,15.44,1414,0.6615,55.98,2.134,6.417,6.024,1.8852,True,1,0.0121,8.91,functional,standard,False,high,quality,False,SLA,Resin-Engineering,0.0824,100.0,0.0,0,0.0,21.5923,0.6,3036.9,187,synthetic
a22f30a8,6.3334,46.8915,22.33,28.7,23.66,8706,0.412,36.77,0.874,3.206,7.4038,1.2853,True,2,0.179,69.8982,functional,rough,False,medium,quality,False,FDM,PETG,0.2556,35.9709,76.8095,3,53.5155,18.0381,21.12,49488.6,92,synthetic
7966d680,785.7419,933.0569,119.83,188.93,137.03,112499,0.5817,50.6,1.585,6.202,1.1875,1.5767,True,1,0.2001,7082.4794,decorative,standard,False,medium,cost,False,FDM,PLA,0.1943,16.7121,49.3462,2,105.1175,18.9069,831.55,3033228.3,705,synthetic
0ced7c05,0.9144,12.107,15.06,11.47,14.53,1743,0.2426,23.42,0.872,1.51,13.2402,1.313,True,1,0.264,63.4746,prototype,standard,False,medium,cost,False,SLA,Resin-Standard,0.094,100.0,0.0,0,0.0,14.2485,1.01,2679.6,154,synthetic
e9640661,8.6748,62.1011,33.37,26.27,46.7,15909,0.2105,19.67,0.865,2.905,7.1588,1.7777,True,1,0.1405,347.8831,functional,fine,False,high,quality,False,SLA,Resin-Engineering,0.0683,100.0,0.0,0,0.0,16.896,9.98,10128.9,683,synthetic
ca111fb9,2.2001,24.5987,18.42,24.04,17.6,8070,0.1689,15.15,2.731,5.13,11.1809,1.3659,False,1,0.1676,176.0508,prototype,rough,False,medium,cost,False,SLA,Resin-Standard,0.0944,100.0,0.0,0,0.0,5.316,2.42,3243.8,186,synthetic
09bd3f1e,1547.2664,1226.7371,158.09,138.84,248.43,150117,0.3964,35.63,8.609,28.663,0.7928,1.7893,True,1,0.0883,4259.8112,functional,fine,False,high,cost,False,FDM,ABS,0.1201,52.1382,43.823,4,19.5038,11.646,4244.13,17432493.7,2068,synthetic
d037a4a9,6.3033,35.2624,29.93,39.53,35.55,13943,0.1041,9.16,1.408,5.393,5.5942,1.3207,True,2,0.0467,327.9801,functional,standard,False,medium,cost,False,FDM,PETG,0.1732,37.9896,68.1839,3,61.5932,5.0617,26.28,69378.1,205,synthetic
eab60f80,7.1179,38.778,22.37,25.37,29.33,12464,0.7783,73.23,2.355,7.548,5.448,1.3111,True,1,0.2598,44.8863,prototype,standard,False,high,quality,False,FDM,PETG,0.1338,18.3219,49.1347,3,69.1716,13.7965,38.33,140424.7,219,synthetic
e7d27706,379.0368,784.446,127.55,96.72,99.54,336994,0.0448,4.16,2.356,5.929,2.0696,1.3188,True,2,0.286,4725.862,prototype,rough,False,low,speed,False,FDM,PLA,0.3511,18.8731,99.0078,2,88.4454,0.0,638.81,1161390.0,283,synthetic
a3f938d7,115.9422,176.3504,80.36,69.22,129.91,11019,0.2247,22.15,2.754,10.328,1.521,1.8768,False,2,0.0879,432.0563,prototype,standard,False,low,speed,False,FDM,PLA,0.195,26.7186,63.6932,3,103.6059,11.7201,252.74,714244.0,666,synthetic
17d8ddd4,491.6164,341.136,135.5,112.79,67.37,112784,0.6597,54.37,2.446,9.112,0.6939,2.0113,True,1,0.0699,3484.5313,functional,standard,False,medium,speed,True,FDM,PETG,0.2402,35.1398,61.9152,4,76.2838,14.4255,548.35,1594159.0,280,synthetic
637dd49b,0.6376,3.8055,13.99,10.54,9.38,1074,0.3616,31.71,0.856,3.162,5.9683,1.4915,False,1,0.2267,52.2391,functional,fine,False,high,speed,False,SLA,Resin-Engineering,0.0626,100.0,0.0,0,0.0,17.3867,0.73,2124.7,149,synthetic
d39e7886,1551.8788,1387.2619,138.69,176.53,238.78,396290,0.7041,65.16,19.937,31.379,0.8939,1.7217,True,1,0.1306,8915.4266,prototype,rough,False,low,quality,True,FDM,PLA,0.25,20.6194,89.5068,4,107.0684,10.2918,5675.58,11413707.5,955,synthetic
3311e577,76.7639,109.7301,71.23,77.37,50.41,44682,0.3087,24.24,5.286,7.394,1.4294,1.5348,False,1,0.1264,737.2117,functional,standard,False,medium,quality,True,FDM,PETG,0.2032,34.2831,60.49,4,52.5537,7.5425,126.44,376237.2,248,synthetic
24db27be,8.8346,34.9776,27.01,34.84,25.21,8255,0.3716,28.29,0.5,1.876,3.9591,1.382,True,3,0.2395,145.066,prototype,standard,False,medium,speed,False,SLA,Resin-Standard,0.1136,100.0,0.0,0,0.0,15.8416,9.72,4278.6,221,synthetic
4f437bdf,3.9219,11.2107,24.91,17.26,17.35,3254,0.3924,31.57,2.759,11.011,2.8585,1.4432,True,1,0.2408,42.5429,prototype,rough,True,low,speed,False,FDM,TPU,0.2818,22.6089,32.0954,2,49.6622,12.3626,15.69,87979.3,61,synthetic
f1f7bd9f,56.8876,200.3647,57.39,39.06,49.46,75288,0.0722,6.75,7.723,29.447,3.5221,1.4693,True,1,0.2638,858.5485,functional,fine,False,medium,quality,False,FDM,PETG,0.1119,49.3192,35.8578,3,64.9232,1.5057,774.26,3886651.9,442,synthetic
a16ddde7,0.7312,5.032,15.66,15.45,11.62,2068,0.3422,28.76,1.199,1.441,6.882,1.3477,True,1,0.2625,49.6352,decorative,fine,False,high,quality,True,SLA,Resin-Standard,0.0533,100.0,0.0,1,0.0,16.9837,0.8,2905.9,218,synthetic
44d0352e,149.184,119.955,63.24,53.38,83.71,22377,0.3137,27.73,14.069,25.627,0.8041,1.5682,False,2,0.238,677.9506,decorative,standard,False,medium,speed,False,FDM,PLA,0.2435,12.4323,65.123,2,91.2263,7.0586,397.29,1098097.5,343,synthetic
4d61134d,611.3959,566.9346,133.55,130.61,146.85,59773,0.0333,2.59,6.38,24.601,0.9273,1.1243,False,1,0.0102,3410.6741,decorative,fine,False,high,quality,False,FDM,PLA,0.1026,11.2241,29.4259,2,107.144,0.0,1789.01,10943499.9,1431,synthetic
df773358,83.4695,120.148,83.92,70.59,77.34,11109,0.3763,27.9,3.992,13.937,1.4394,1.1888,True,1,0.3397,2209.8105,functional,fine,False,medium,quality,True,FDM,PETG,0.0904,38.1046,34.1775,4,77.1494,10.9039,240.94,1268924.9,855,synthetic
8bd12f19,26.8041,96.273,54.14,31.44,43.52,10703,0.4188,30.57,7.991,20.276,3.5917,1.722,True,2,0.1479,451.5749,functional,fine,True,medium,quality,True,FDM,TPU,0.1096,47.6921,25.0101,4,58.1824,21.0758,247.02,1777850.0,397,synthetic
7cbccd87,4.9114,41.3226,29.45,31.29,23.83,7948,0.0196,1.42,1.017,3.964,8.4136,1.3131,True,1,0.1823,157.6993,functional,fine,False,medium,quality,False,SLA,Resin-Standard,0.07,100.0,0.0,0,0.0,0.0,5.4,5100.0,340,synthetic
63ee7483,1.2361,9.5608,15.34,11.47,13.47,2972,0.1674,14.82,1.189,3.513,7.7348,1.3374,True,1,0.019,65.4289,prototype,fine,False,medium,quality,False,SLA,Resin-Standard,0.0674,100.0,0.0,0,0.0,6.3128,1.36,2933.3,199,synthetic
ea39cd64,16.3191,38.7109,30.96,29.81,41.89,2595,0.7303,65.46,6.573,13.61,2.3721,1.4052,False,1,0.2118,91.7398,functional,fine,False,medium,quality,False,FDM,PETG,0.1291,48.4011,29.2073,3,66.8733,16.8325,73.93,455634.4,324,synthetic
a2d50951,18.5989,28.3284,38.19,44.5,27.9,1460,0.5229,38.34,7.043,28.067,1.5231,1.595,True,1,0.0588,415.5363,functional,fine,False,high,quality,False,FDM,ABS,0.1048,56.2152,32.7428,4,4.1386,19.8894,90.3,496421.2,266,synthetic
3af7651a,440.3458,534.4887,98.56,83.0,111.99,129246,0.0366,3.58,6.049,21.598,1.2138,1.3493,True,1,0.0382,2847.1814,prototype,fine,True,medium,quality,False,FDM,TPU,0.137,21.9985,28.9242,2,64.5382,0.0,1478.86,9203178.6,817,synthetic
960f09c9,158.7289,290.0798,122.35,143.23,68.75,105461,0.2977,26.72,16.59,48.009,1.8275,2.0833,True,1,0.3474,2057.6834,decorative,rough,False,low,cost,True,FDM,PLA,0.2867,11.4464,84.3171,3,94.4315,9.1219,1742.65,3720204.4,239,synthetic
6c243c5e,698.5891,467.6491,134.92,138.0,82.88,83434,0.5504,49.91,12.169,33.699,0.6694,1.6651,True,1,0.2079,3089.4248,decorative,standard,False,medium,speed,False,FDM,PLA,0.2226,13.1516,62.7382,2,99.6581,19.6282,2033.9,5835398.3,372,synthetic
713a2d46,37.2103,143.52,61.34,56.97,41.53,58010,0.236,19.72,1.195,3.43,3.857,1.477,True,1,0.159,314.3433,functional,fine,False,medium,speed,False,SLA,Resin-Standard,0.06,100.0,0.0,0,0.0,14.7877,40.93,9688.0,692,synthetic
b3825875,5.8304,42.1476,21.18,23.57,33.93,2439,0.5088,44.82,1.265,1.648,7.2289,1.602,True,1,0.0294,81.6819,functional,fine,False,medium,cost,False,SLA,Resin-Standard,0.0753,100.0,0.0,0,0.0,18.2516,6.41,6988.5,450,synthetic
4f511cfb,2.3326,10.532,20.77,27.25,31.75,925,0.4829,34.79,2.522,6.097,4.5152,1.5286,True,1,0.2336,46.5394,functional,fine,False,high,quality,False,SLA,Resin-Engineering,0.0558,100.0,0.0,0,0.0,19.1488,2.68,7713.4,568,synthetic
56f6c064,1986.3777,1434.8235,168.72,130.36,171.39,417441,0.7352,61.07,6.046,23.766,0.7223,1.3147,False,1,0.2342,7397.7377,decorative,rough,False,low,cost,False,FDM,PLA,0.2965,19.1593,85.7623,2,97.267,17.3016,4558.74,9567998.4,578,synthetic
ca7092d5,543.2168,834.5924,104.84,124.27,205.32,142284,0.7543,72.16,6.979,21.183,1.5364,1.9584,True,3,0.1606,1613.4974,functional,standard,False,medium,quality,False,FDM,PETG,0.1474,51.2232,63.7061,3,48.127,10.2221,2492.62,7042840.4,1392,synthetic
bd37d405,16.543,45.8626,55.05,41.27,34.28,20069,0.0405,4.01,6.77,26.492,2.7723,1.6059,False,2,0.0582,551.1977,decorative,standard,False,low,quality,False,FDM,PLA,0.1828,14.7123,61.0136,2,95.7327,0.0,152.77,450700.9,187,synthetic
829c5e7b,125.6165,207.132,66.96,98.25,105.1,21371,0.6093,51.41,9.215,16.83,1.6489,1.5696,True,1,0.2795,2173.2291,decorative,standard,False,medium,quality,False,FDM,PLA,0.1452,17.6993,56.8611,2,101.9782,15.5595,451.57,1429482.5,723,synthetic
816b5bae,222.5617,230.0776,156.74,90.71,115.86,12863,0.6548,50.47,2.986,5.328,1.0338,1.7279,True,1,0.3005,1786.4405,prototype,standard,False,low,quality,False,FDM,PLA,0.145,23.0878,64.7619,2,101.835,11.042,196.61,546453.7,799,synthetic
29291568,835.1969,1066.2529,133.85,129.57,89.7,61573,0.1851,14.24,19.042,44.431,1.2766,1.4922,True,1,0.121,3546.7211,functional,rough,False,high,quality,False,FDM,ABS,0.212,54.7011,94.1588,4,5.2833,3.9782,5259.56,10054516.8,423,synthetic
74adcfef,2.0573,15.003,19.88,13.3,19.85,6333,0.1809,15.1,1.78,3.995,7.2925,1.4947,True,1,0.2448,18.6075,decorative,standard,True,low,speed,True,FDM,TPU,0.2586,10.4635,33.4597,3,51.5635,7.4518,7.43,39995.8,76,synthetic
31968f1a,195.7564,186.6178,64.29,69.62,120.87,79982,0.3533,34.19,9.759,15.527,0.9533,1.8801,True,4,0.131,1034.3675,prototype,fine,False,low,quality,False,FDM,PLA,0.1159,17.4907,49.0557,2,96.6066,12.6914,389.02,1427444.4,1042,synthetic
8af3bb09,32.0354,45.4225,40.12,42.7,66.93,2374,0.6256,56.14,2.561,6.389,1.4179,1.6682,True,1,0.034,209.8538,functional,fine,False,medium,quality,False,FDM,PETG,0.1067,40.3886,43.4646,3,68.8249,20.5758,48.36,200266.8,627,synthetic
131480d9,20.815,101.3693,57.91,36.36,46.11,30456,0.5534,49.26,2.525,5.922,4.87,1.5927,True,1,0.1035,607.686,functional,fine,False,medium,quality,True,FDM,PETG,0.1099,29.5166,51.119,4,73.4506,16.8504,81.7,287685.7,419,synthetic
63d68c8a,1321.6292,1217.8531,148.58,132.04,130.74,164427,0.1465,12.41,4.108,10.303,0.9215,1.1365,True,2,0.1732,1355.6093,decorative,fine,False,medium,cost,False,FDM,PLA,0.1143,14.3709,34.501,2,90.8738,4.5853,1720.75,8977588.1,1143,synthetic
fe13ace8,707.7854,737.8783,192.07,232.28,134.96,115019,0.5303,50.26,8.526,31.101,1.0425,1.7211,True,1,0.0625,14743.8225,functional,standard,False,medium,cost,True,FDM,PETG,0.1692,30.6004,52.4262,4,54.0854,17.1207,3107.04,10667690.0,797,synthetic
